组	来源	对象	证据	载体	原文
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	.claude/kb/invariants.md:269	| I-9.8 | 记录 inode 等于 key | 打包记录类型 2 的记录偏移 0 的 inode 号 == 它在 inode 树里的 key；不等判红、该记录 EIO，不许静默修复 | 未实现，前置：树的种类 |
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	.claude/kb/milestone/01-first-txn.md:114	**预想**：第一个文件的 inode 号取 1，`locality_id` 0，mode 常规文件，size = 文件字节数。
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	.claude/kb/milestone/01-first-txn.md:86	五元组里树 ID 取 11（引用它的 extent 树，D8（核心索引结构） 已定项 11 从 11 起编号）、对象 ID 取分配到的 inode 号、锚点偏移 0；诞生代号 = 发布它的 checkpoint_txg，暖机后是 3（D16（发布语义） 已定项 6）；含 29 字节预留位的头 134，载荷从 134 起（D18（块里携带什么信息） 已定项 16，2026-09-14 预留 28 → 29）。
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	.claude/kb/milestone/02-second-txn.md:319	| 10 | C143（inode 号水位在回退后会退回去重发） 另一半：崩溃丢弃的孤儿单元里的 inode 号能不能重发，D8（核心索引结构） 已定项 6「单调不复用」要不要收窄 | 交用户 | 不等 | 交用户 | 步 4 决策点 |
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	.claude/kb/tooling.md:122	| `research/results/d8-item6-r4-local.out` | `watermark watermark` ×2 | D8（核心索引结构） 已定项 6（inode 号单调不复用）第四轮 |
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	records/2026-09-05-inode树定案.md:1	# 2026-09-05：inode 树定案——叶是打包记录单元，内部节点不留缓冲，inode 号单调不复用
R1	退役片段	)。已发布的inode号单调不复用（D6	.claude/kb/decisions/08-核心索引结构.md 删掉：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 inode 号单调不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案）： ⟶ 新加：**key 与 inode 号**：key = inode 号 8 字节，唯一性范围 (树 ID, inode)。**已发布的 (inode 号, 对象出生代) 不复用**（D6（快照实现模型） 判据 9 的戒律，2026-09-06 随判据 9 一同收窄射程、用户定案；2026-09-16 随 C143（inode 号水位在回退后会退回去重发） 三轮三方 + 用户定案再收窄到带出生代：回退让水位从 R_old 那棵账重载、已发过的号会被重发，而回退之后每一个新对象的出生代都严格大于被抛弃时间线里任何已发布对象的出生代——只要回退那一刻最新的根读得出，严格暖机（D16（发布语义） 已定项 8）	records/2026-09-05-inode树定案.md:20	- inode 号单调不复用 ⇒ 插入永远落在最右叶 ⇒ 末尾分裂，右半容器号 = 触发分裂的那条新记录的 inode 号，不要分配器；唯一性在一条已发布历史内由构造保证。
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/checks-owed.md:174	| C96 | 指向的分项没说那句话 | **门禁阶段 32（第一个事务的每个字段都指到一条真实存在的分项）只判「分项存不存在」，不判「那条分项有没有说这句话」。** 实测（2026-09-03）：[layout/01-first-txn.md](layout/01-first-txn.md) 第三节的「设备 ID 1 + 物理偏移 6」指向 D19（块指针的结构与宽度预算） 已定项 1 / 已定项 2 并标着「已定」，而已定项 1 逐字只定了「位置条目带不带设备身份：带」、已定项 2 只定了密文校验和 32 位——**那两个宽度全仓一条决策都没定过**，门禁照样放行。更贵的是它已经被消费：D22（单元原子性怎么合成） 已定项 7 的树表单元指针 53 与根记录 121 都建在这个初值上，两处都标着已定 | 表里每一行要带上「被指分项里支撑它的那句话」（一段可核对的引文或锚点），门禁比对引
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/checks-owed.md:223	| C238 | 位置条目从 11 变 14 之后「53」这个派生数没人回扫 | **D19（块指针的结构与宽度预算） 已定项 4（2026-09-03）把位置条目定成「设备 ID 4 字节、物理偏移 6 字节（16 KiB 槽号）、密文校验和 4 字节 ⇒ 位置条目 14 字节」，D22（单元原子性怎么合成） 已定项 7 当天把树表单元指针从 53 改成 59 并逐字注了那一次改动。而由「31 + 22 = 53」派生出来的数散在别处没跟着改。**最硬的两处是直接与已定条款分叉**：E73（节点 key 区间的扇出代价） 逐字「按 D22（单元原子性怎么合成） 已定项 7 的树表单元指针实宽 **53 字节**重算」、E74（分配记录的条目数与整理开销） 逐字「按 D22（单元原子性怎么合成） 已定项 7 的树表单元指针实宽 53 字节算」——**它们点名的那条分项今天写的是 59**，
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/checks-owed.md:39	| C27 | 块数口径定格式参数 | **拿块数口径的实验去定扇出或定 D11（索引节点要不要留消息缓冲区），方向可能是反的**。**前置已还（2026-09-03）**：E16（journal 的角色：WAL vs 意图日志）补了字节口径（`e16-journal bytes`，产物入库、replay 登记）——单操作祖先从 512 B 节点的 9 节点 / 4.5 KiB 到 64 KiB 节点的 3 节点 / 192 KiB，**节点数口径省 3 倍、字节口径贵 42.7 倍，排序相反**，前提被 E16（journal 的角色：WAL vs 意图日志）自己的机器坐实 | 任何引用 E16（journal 的角色：WAL vs 意图日志）块数结论去支撑格式参数的 diff，必须同时给出**字节口径**的同一比较；缺则判红。仍欠的是这道判定本身——它要判「diff 里引的是不是块数结
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/checks-owed.md:47	| C35 | 多可写头的 O(N) 没有优化过 | **模型层已还（2026-09-03）**：E89（嵌套区间标号与删除前沿）把三条判据全部测中——候选臂全格子误放漏放恒 0；固定树上 extent ×32 时基线反向查找 8→252 而候选恒 0，前沿上界跟分支数走；Linear 下退化成 D5（快照 / 空间记账机制）的常数形态。「树还是 DAG」由 D6（快照实现模型）已定项 1 解掉（每头一棵树、无合并 ⇒ 树） | 仍欠两笔：① **标号维护**——树增长时 preorder 标号要 order-maintenance / list-labeling 增量维护，成熟解法存在但本工程未验，E89（嵌套区间标号与删除前沿）建完树才编号，没碰这一层；② 事务层 + 真实反向索引上的实装复验，含崩溃点重放（前沿是每 extent 的持久记账，崩溃语义从没被枚举过） | 事务层、反向索
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/checks-owed.md:76	| C66 | 格式级空白没有分项号 | **挡在第一行代码前面的空白，未必在未定项清单里。** 2026-09-01 的正推腿从 mkfs 推到发布根，列出五处第一个事务必须写、而仓里没有权威落点的字节。**2026-09-03 复核：五处里四处已被后续决策填**——① 分配记录的载体形态**已填**：D3（空间分配） 已定项 3（独立 keyspace 的 btree，key = 落点，value = 分配代）；**仍空的是它的盘上编码与每段宽度**，2026-09-03 立成 D3（空间分配） 已定项 7；② 单元头（当年写 55 字节、D21（权威态与派生态的分界） 自陈提议值）**已填**：D18（块里携带什么信息） 已定项 7 定成 91 字节字段表；③ journal 记录尺寸**已填**：D23（journal 的角色与格式） 已定项 12（4 KiB）；④ journal
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/checks-owed.md:83	| C73 | 分配记录的态别没定 | **D3（空间分配） 已定项 1 逐字说分配记录是「某个落点此刻属不属于现行版本」这个谓词的**权威记录点**，而 D3（空间分配） 已定项 3 定它住一棵独立 keyspace 的 btree——按 D21（权威态与派生态的分界），树是**派生态**。⇒ 同一个结构一处说权威、一处的分类说派生，**没有一处收口**。它不是文字疏漏：重建路径能不能拿分配记录当见证者，直接取决于它是不是权威态（派生态的东西自己就要被重建，当不了见证）。**已收口（2026-09-03，用户定案）：分配记录是派生态**，权威记录在 D21（权威态与派生态的分界）已定项 5——「权威记录点」是运行时口径、态别是恢复口径，两句不矛盾 | **已还（2026-09-03）**：定案落 D21（权威态与派生态的分界）已定项 5。**留下的两笔新账**：① D18（块里携带什么信
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/06-快照实现模型.md:216	| 4 | **D9（加密） 的 AAD 缺快照维那个洞，每头一棵树下「顺带补上」不成立——补法已实测另有形态** | 补跑结果（E90（树 ID 进 AAD 与跨头共享），2026-09-03）：「两个头的 AAD 天然不同 ⇒ 错配被 MAC 抓住」只对了一半——读者按查找路径取树维确实抓全换挂，**但克隆点之前诞生、合法继承进新头的块一并被拒**（合法共享读 6 剩 2）：树维分不清合法继承与非法换挂，而跨头共享正是连锁第 1 处（D5（快照 / 空间记账机制）重开收口）明存的形态 ⇒ 照字面用会打坏它。可行形态是 E31（AAD 缺快照维）出路 1 的具体化：出生 (树, txg) 进 AAD + 指针带声明 + 克隆祖先表验收，两条判据全过。权威记录在 D9（加密）「AAD 缺快照维」一节 |
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/09-加密.md:123	D19（块指针的结构与宽度预算） 已定项 4（2026-09-03）又把位置条目定死在指针里
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/19-块指针的结构与宽度预算.md:346	| 设备 ID | **4** | 用户定案（2026-09-03）。上界指不到任何已定条款（D12（目标介质） 不封顶介质套数、全仓没有 dev id 回收条款 ⇒ 窄宽度定的是**池一生里出现过的设备身份总数**），按 `.claude/rules/fs-design.md`「不为省空间牺牲自包含」取宽的一档；先例是已定项 3——MAC 与 nonce 不用也恒定占位 |
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/26-后台整理与放置回收.md:192	（O(容量)，撞 `.claude/rules/fs-design.md` 第一格）。三方论证反推腿（2026-09-03）指出同一点。
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/26-后台整理与放置回收.md:196	| 挂载即有触发读数；增量 runs 在意图重做下的漂移（C91（整理意图与增量触发量的重做漂移））变成记账树的标准问题——每代一份完整值，形态同 I-3.1（已分配统计对得上）；checker 用 E93（老化下的放置与碎片度）验过的全扫审计路径对照 | 第一个事务多写两条记账条目 ⇒ **改第一个事务的字节：是**（2026-09-03）；[layout/01-first-txn.md](../layout/01-first-txn.md) 第五节加一行 |
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/26-后台整理与放置回收.md:245	**第一轮**（2026-09-03）只产出「处置候选」，一条没定案。**第二轮打的是把那些候选写死之后的条款文本**，
R2	退役片段	-09-03）：	.claude/kb/decisions/18-块里携带什么信息.md 删掉：⚠️ **有人提议往这一组里加第六个字段 `locality_id`，待用户定案（2026-09-03）**： ⟶ 新加：**2026-09-16 用户定案（三轮三方）：不加第六个字段 `locality_id`，提议不收。** 2026-09-03 那条提议的原话与理由先照录，再写为什么不收：	.claude/kb/decisions/26-后台整理与放置回收.md:351	㈠ E74（分配记录的条目数与整理开销） 的绝对值取**落点粒度 32 KiB**（它自陈），而 D3（空间分配） 已定项 7（2026-09-03）
